"Station","date-","Daily Rainfall (mm)"
"Haifa University 09/2004-04/2023","29/10/2017","59.4"
"Haifa University Man 10/1975-04/2023","29/10/2017","65.5"
"Haifa University 09/2004-04/2023","30/10/2017","0.7"
"Haifa University Man 10/1975-04/2023","30/10/2017","1.2"
"Haifa University Man 10/1975-04/2023","31/10/2017","0.0"
"Haifa University 09/2004-04/2023","01/11/2017","0.5"
"Haifa University Man 10/1975-04/2023","01/11/2017","0.0"
"Haifa University 09/2004-04/2023","03/11/2017","5.6"
"Haifa University Man 10/1975-04/2023","03/11/2017","5.6"
"Haifa University 09/2004-04/2023","05/11/2017","5.2"
"Haifa University Man 10/1975-04/2023","05/11/2017","5.7"
"Haifa University 09/2004-04/2023","20/11/2017","13.3"
"Haifa University Man 10/1975-04/2023","20/11/2017","14.5"
"Haifa University 09/2004-04/2023","21/11/2017","6.0"
"Haifa University Man 10/1975-04/2023","21/11/2017","6.0"
"Haifa University 09/2004-04/2023","22/11/2017","3.9"
"Haifa University Man 10/1975-04/2023","22/11/2017","3.5"
"Haifa University 09/2004-04/2023","24/11/2017","0.1"
"Haifa University Man 10/1975-04/2023","24/11/2017","0.1"
"Haifa University 09/2004-04/2023","27/11/2017","0.5"
"Haifa University Man 10/1975-04/2023","27/11/2017","0.3"
"Haifa University 09/2004-04/2023","28/11/2017","2.9"
"Haifa University Man 10/1975-04/2023","28/11/2017","2.8"
"Haifa University 09/2004-04/2023","29/11/2017","1.4"
"Haifa University Man 10/1975-04/2023","29/11/2017","0.8"
"Haifa University 09/2004-04/2023","05/12/2017","7.6"
"Haifa University Man 10/1975-04/2023","05/12/2017","7.3"
"Haifa University 09/2004-04/2023","06/12/2017","2.7"
"Haifa University Man 10/1975-04/2023","06/12/2017","0.7"
"Haifa University 09/2004-04/2023","07/12/2017","0.2"
"Haifa University 09/2004-04/2023","24/12/2017","34.8"
"Haifa University Man 10/1975-04/2023","24/12/2017","36.2"
"Haifa University 09/2004-04/2023","25/12/2017","1.4"
"Haifa University Man 10/1975-04/2023","25/12/2017","1.4"
"Haifa University 09/2004-04/2023","30/12/2017","1.3"
"Haifa University Man 10/1975-04/2023","30/12/2017","1.1"
"Haifa University 09/2004-04/2023","31/12/2017","27.9"
"Haifa University Man 10/1975-04/2023","31/12/2017","34.5"
"Haifa University 09/2004-04/2023","01/01/2018","15.2"
"Haifa University Man 10/1975-04/2023","01/01/2018","17.0"
"Haifa University 09/2004-04/2023","02/01/2018","2.5"
"Haifa University Man 10/1975-04/2023","02/01/2018","2.2"
"Haifa University 09/2004-04/2023","03/01/2018","1.5"
"Haifa University Man 10/1975-04/2023","03/01/2018","1.5"
"Haifa University 09/2004-04/2023","04/01/2018","56.3"
"Haifa University Man 10/1975-04/2023","04/01/2018","56.0"
"Haifa University 09/2004-04/2023","05/01/2018","15.6"
"Haifa University Man 10/1975-04/2023","05/01/2018","15.4"
"Haifa University 09/2004-04/2023","06/01/2018","0.8"
"Haifa University Man 10/1975-04/2023","06/01/2018","0.2"
"Haifa University 09/2004-04/2023","13/01/2018","13.6"
"Haifa University Man 10/1975-04/2023","13/01/2018","13.0"
"Haifa University 09/2004-04/2023","14/01/2018","3.6"
"Haifa University Man 10/1975-04/2023","14/01/2018","1.5"
"Haifa University 09/2004-04/2023","16/01/2018","0.8"
"Haifa University Man 10/1975-04/2023","16/01/2018","0.8"
"Haifa University 09/2004-04/2023","17/01/2018","14.3"
"Haifa University Man 10/1975-04/2023","17/01/2018","12.5"
"Haifa University 09/2004-04/2023","18/01/2018","19.8"
"Haifa University Man 10/1975-04/2023","18/01/2018","22.0"
"Haifa University 09/2004-04/2023","19/01/2018","0.5"
"Haifa University Man 10/1975-04/2023","19/01/2018","0.0"
"Haifa University 09/2004-04/2023","22/01/2018","10.8"
"Haifa University Man 10/1975-04/2023","22/01/2018","9.0"
"Haifa University 09/2004-04/2023","23/01/2018","8.5"
"Haifa University Man 10/1975-04/2023","23/01/2018","6.8"
"Haifa University 09/2004-04/2023","24/01/2018","25.4"
"Haifa University Man 10/1975-04/2023","24/01/2018","23.8"
"Haifa University 09/2004-04/2023","25/01/2018","44.5"
"Haifa University Man 10/1975-04/2023","25/01/2018","48.0"
"Haifa University 09/2004-04/2023","26/01/2018","24.8"
"Haifa University Man 10/1975-04/2023","26/01/2018","25.0"
"Haifa University 09/2004-04/2023","27/01/2018","4.0"
"Haifa University Man 10/1975-04/2023","27/01/2018","5.0"
"Haifa University 09/2004-04/2023","29/01/2018","0.7"
"Haifa University Man 10/1975-04/2023","29/01/2018","0.5"
"Haifa University 09/2004-04/2023","11/02/2018","9.4"
"Haifa University Man 10/1975-04/2023","11/02/2018","8.4"
"Haifa University 09/2004-04/2023","12/02/2018","29.4"
"Haifa University Man 10/1975-04/2023","12/02/2018","30.0"
"Haifa University 09/2004-04/2023","13/02/2018","9.6"
"Haifa University Man 10/1975-04/2023","13/02/2018","6.5"
"Haifa University 09/2004-04/2023","16/02/2018","17.9"
"Haifa University Man 10/1975-04/2023","16/02/2018","18.0"
"Haifa University 09/2004-04/2023","17/02/2018","30.9"
"Haifa University Man 10/1975-04/2023","17/02/2018","33.7"
"Haifa University 09/2004-04/2023","21/02/2018","13.6"
"Haifa University Man 10/1975-04/2023","21/02/2018","13.4"
"Haifa University 09/2004-04/2023","25/02/2018","2.8"
"Haifa University Man 10/1975-04/2023","25/02/2018","1.8"
"Haifa University 09/2004-04/2023","26/02/2018","23.0"
"Haifa University Man 10/1975-04/2023","26/02/2018","17.0"
"Haifa University 09/2004-04/2023","27/03/2018","0.5"
"Haifa University Man 10/1975-04/2023","27/03/2018","0.5"
"Haifa University 09/2004-04/2023","29/03/2018","0.9"
"Haifa University Man 10/1975-04/2023","29/03/2018","1.0"
"Haifa University 09/2004-04/2023","30/03/2018","0.9"
"Haifa University Man 10/1975-04/2023","30/03/2018","1.0"
"Haifa University 09/2004-04/2023","09/04/2018","8.9"
"Haifa University Man 10/1975-04/2023","09/04/2018","9.3"
"Haifa University 09/2004-04/2023","10/04/2018","4.0"
"Haifa University Man 10/1975-04/2023","10/04/2018","3.4"
"Haifa University 09/2004-04/2023","20/04/2018","0.1"
"Haifa University Man 10/1975-04/2023","20/04/2018","0.1"
"Haifa University 09/2004-04/2023","21/04/2018","1.7"
"Haifa University Man 10/1975-04/2023","21/04/2018","1.7"
"Haifa University 09/2004-04/2023","24/04/2018","0.2"
"Haifa University Man 10/1975-04/2023","24/04/2018","0.2"
"Haifa University 09/2004-04/2023","25/04/2018","14.8"
"Haifa University Man 10/1975-04/2023","25/04/2018","13.3"
"Haifa University 09/2004-04/2023","26/04/2018","4.0"
"Haifa University Man 10/1975-04/2023","26/04/2018","3.0"
"Haifa University 09/2004-04/2023","06/05/2018","0.5"
"Haifa University Man 10/1975-04/2023","06/05/2018","0.2"
"Haifa University 09/2004-04/2023","07/05/2018","6.2"
"Haifa University Man 10/1975-04/2023","07/05/2018","5.0"
"Haifa University 09/2004-04/2023","08/05/2018","6.5"
"Haifa University Man 10/1975-04/2023","08/05/2018","5.4"
"Haifa University 09/2004-04/2023","11/05/2018","0.1"
"Haifa University Man 10/1975-04/2023","11/05/2018","0.1"
"Haifa University 09/2004-04/2023","13/05/2018","0.6"
"Haifa University Man 10/1975-04/2023","13/05/2018","0.6"
"Haifa University 09/2004-04/2023","30/05/2018","2.3"
"Haifa University Man 10/1975-04/2023","30/05/2018","1.7"
"Haifa University 09/2004-04/2023","31/05/2018","0.7"
"Haifa University Man 10/1975-04/2023","31/05/2018","0.2"
"Haifa University 09/2004-04/2023","12/06/2018","11.0"
"Haifa University Man 10/1975-04/2023","12/06/2018","11.5"
"Haifa University 09/2004-04/2023","13/06/2018","0.1"
"Haifa University 09/2004-04/2023","07/09/2018","0.1"
"Haifa University Man 10/1975-04/2023","07/09/2018","0.1"
"Haifa University 09/2004-04/2023","09/09/2018","0.4"
"Haifa University Man 10/1975-04/2023","09/09/2018","0.4"
"Haifa University 09/2004-04/2023","21/10/2018","12.7"
"Haifa University Man 10/1975-04/2023","21/10/2018","13.0"
"Haifa University 09/2004-04/2023","25/10/2018","14.8"
"Haifa University Man 10/1975-04/2023","25/10/2018","16.0"
"Haifa University 09/2004-04/2023","04/11/2018","3.8"
"Haifa University Man 10/1975-04/2023","04/11/2018","4.0"
"Haifa University 09/2004-04/2023","05/11/2018","4.4"
"Haifa University Man 10/1975-04/2023","05/11/2018","5.0"
"Haifa University 09/2004-04/2023","06/11/2018","8.2"
"Haifa University Man 10/1975-04/2023","06/11/2018","9.0"
"Haifa University 09/2004-04/2023","10/11/2018","6.9"
"Haifa University Man 10/1975-04/2023","10/11/2018","7.0"
"Haifa University 09/2004-04/2023","14/11/2018","8.0"
"Haifa University Man 10/1975-04/2023","14/11/2018","18.8"
"Haifa University 09/2004-04/2023","15/11/2018","1.7"
"Haifa University Man 10/1975-04/2023","15/11/2018","2.1"
"Haifa University 09/2004-04/2023","16/11/2018","0.8"
"Haifa University Man 10/1975-04/2023","16/11/2018","1.8"
"Haifa University 09/2004-04/2023","22/11/2018","30.5"
"Haifa University Man 10/1975-04/2023","22/11/2018","35.0"
"Haifa University 09/2004-04/2023","23/11/2018","3.2"
"Haifa University Man 10/1975-04/2023","23/11/2018","3.6"
"Haifa University 09/2004-04/2023","24/11/2018","15.5"
"Haifa University Man 10/1975-04/2023","24/11/2018","18.0"
"Haifa University 09/2004-04/2023","25/11/2018","0.3"
"Haifa University Man 10/1975-04/2023","25/11/2018","0.3"
"Haifa University Man 10/1975-04/2023","26/11/2018","0.1"
"Haifa University 09/2004-04/2023","30/11/2018","7.3"
"Haifa University Man 10/1975-04/2023","30/11/2018","8.9"
"Haifa University 09/2004-04/2023","01/12/2018","19.9"
"Haifa University Man 10/1975-04/2023","01/12/2018","26.7"
"Haifa University 09/2004-04/2023","03/12/2018","0.6"
"Haifa University Man 10/1975-04/2023","03/12/2018","0.6"
"Haifa University 09/2004-04/2023","04/12/2018","0.8"
"Haifa University Man 10/1975-04/2023","04/12/2018","1.5"
"Haifa University 09/2004-04/2023","05/12/2018","21.2"
"Haifa University Man 10/1975-04/2023","05/12/2018","27.2"
"Haifa University 09/2004-04/2023","06/12/2018","39.5"
"Haifa University Man 10/1975-04/2023","06/12/2018","43.5"
"Haifa University 09/2004-04/2023","07/12/2018","33.6"
"Haifa University Man 10/1975-04/2023","07/12/2018","35.5"
"Haifa University 09/2004-04/2023","08/12/2018","3.5"
"Haifa University Man 10/1975-04/2023","08/12/2018","3.8"
"Haifa University Man 10/1975-04/2023","09/12/2018","0.2"
"Haifa University 09/2004-04/2023","12/12/2018","13.0"
"Haifa University Man 10/1975-04/2023","12/12/2018","13.4"
"Haifa University 09/2004-04/2023","17/12/2018","22.5"
"Haifa University Man 10/1975-04/2023","17/12/2018","24.5"
"Haifa University 09/2004-04/2023","18/12/2018","17.0"
"Haifa University Man 10/1975-04/2023","18/12/2018","18.7"
"Haifa University 09/2004-04/2023","19/12/2018","24.4"
"Haifa University Man 10/1975-04/2023","19/12/2018","28.9"
"Haifa University 09/2004-04/2023","20/12/2018","1.4"
"Haifa University Man 10/1975-04/2023","20/12/2018","1.9"
"Haifa University 09/2004-04/2023","22/12/2018","0.4"
"Haifa University Man 10/1975-04/2023","22/12/2018","0.5"
"Haifa University Man 10/1975-04/2023","24/12/2018","0.3"
"Haifa University 09/2004-04/2023","26/12/2018","12.0"
"Haifa University Man 10/1975-04/2023","26/12/2018","12.0"
"Haifa University 09/2004-04/2023","27/12/2018","9.5"
"Haifa University Man 10/1975-04/2023","27/12/2018","10.0"
"Haifa University 09/2004-04/2023","28/12/2018","7.1"
"Haifa University Man 10/1975-04/2023","28/12/2018","7.5"
"Haifa University 09/2004-04/2023","29/12/2018","19.6"
"Haifa University Man 10/1975-04/2023","29/12/2018","21.3"
"Haifa University 09/2004-04/2023","30/12/2018","4.5"
"Haifa University Man 10/1975-04/2023","30/12/2018","5.5"
"Haifa University 09/2004-04/2023","31/12/2018","3.2"
"Haifa University Man 10/1975-04/2023","31/12/2018","3.0"
"Haifa University 09/2004-04/2023","02/01/2019","11.2"
"Haifa University Man 10/1975-04/2023","02/01/2019","12.5"
"Haifa University 09/2004-04/2023","03/01/2019","0.2"
"Haifa University Man 10/1975-04/2023","03/01/2019","0.4"
"Haifa University 09/2004-04/2023","05/01/2019","3.4"
"Haifa University Man 10/1975-04/2023","05/01/2019","3.5"
"Haifa University 09/2004-04/2023","06/01/2019","15.2"
"Haifa University Man 10/1975-04/2023","06/01/2019","17.3"
"Haifa University 09/2004-04/2023","07/01/2019","51.0"
"Haifa University Man 10/1975-04/2023","07/01/2019","53.3"
"Haifa University 09/2004-04/2023","08/01/2019","16.3"
"Haifa University Man 10/1975-04/2023","08/01/2019","16.9"
"Haifa University 09/2004-04/2023","09/01/2019","1.7"
"Haifa University Man 10/1975-04/2023","09/01/2019","2.5"
"Haifa University 09/2004-04/2023","13/01/2019","16.9"
"Haifa University Man 10/1975-04/2023","13/01/2019","17.5"
"Haifa University 09/2004-04/2023","14/01/2019","9.9"
"Haifa University Man 10/1975-04/2023","14/01/2019","13.0"
"Haifa University 09/2004-04/2023","16/01/2019","18.9"
"Haifa University Man 10/1975-04/2023","16/01/2019","20.5"
"Haifa University 09/2004-04/2023","27/01/2019","6.2"
"Haifa University Man 10/1975-04/2023","27/01/2019","6.0"
"Haifa University 09/2004-04/2023","28/01/2019","9.3"
"Haifa University Man 10/1975-04/2023","28/01/2019","8.7"
"Haifa University 09/2004-04/2023","06/02/2019","15.4"
"Haifa University Man 10/1975-04/2023","06/02/2019","19.4"
"Haifa University 09/2004-04/2023","08/02/2019","8.2"
"Haifa University Man 10/1975-04/2023","08/02/2019","9.0"
"Haifa University 09/2004-04/2023","09/02/2019","4.8"
"Haifa University Man 10/1975-04/2023","09/02/2019","5.2"
"Haifa University 09/2004-04/2023","10/02/2019","13.2"
"Haifa University Man 10/1975-04/2023","10/02/2019","14.4"
"Haifa University 09/2004-04/2023","13/02/2019","4.6"
"Haifa University Man 10/1975-04/2023","13/02/2019","5.5"
"Haifa University 09/2004-04/2023","14/02/2019","9.8"
"Haifa University Man 10/1975-04/2023","14/02/2019","11.3"
"Haifa University 09/2004-04/2023","15/02/2019","22.6"
"Haifa University Man 10/1975-04/2023","15/02/2019","25.5"
"Haifa University 09/2004-04/2023","16/02/2019","14.6"
"Haifa University Man 10/1975-04/2023","16/02/2019","16.5"
"Haifa University Man 10/1975-04/2023","17/02/2019","0.2"
"Haifa University 09/2004-04/2023","19/02/2019","0.1"
"Haifa University Man 10/1975-04/2023","19/02/2019","0.3"
"Haifa University 09/2004-04/2023","20/02/2019","0.1"
"Haifa University Man 10/1975-04/2023","20/02/2019","0.2"
"Haifa University 09/2004-04/2023","26/02/2019","10.2"
"Haifa University Man 10/1975-04/2023","26/02/2019","9.4"
"Haifa University 09/2004-04/2023","27/02/2019","15.6"
"Haifa University Man 10/1975-04/2023","27/02/2019","21.5"
"Haifa University 09/2004-04/2023","28/02/2019","4.2"
"Haifa University Man 10/1975-04/2023","28/02/2019","3.5"
"Haifa University 09/2004-04/2023","01/03/2019","0.9"
"Haifa University Man 10/1975-04/2023","01/03/2019","0.9"
"Haifa University 09/2004-04/2023","02/03/2019","7.9"
"Haifa University Man 10/1975-04/2023","02/03/2019","7.9"
"Haifa University 09/2004-04/2023","03/03/2019","4.4"
"Haifa University Man 10/1975-04/2023","03/03/2019","5.4"
"Haifa University 09/2004-04/2023","13/03/2019","12.2"
"Haifa University Man 10/1975-04/2023","13/03/2019","12.6"
"Haifa University 09/2004-04/2023","14/03/2019","1.2"
"Haifa University Man 10/1975-04/2023","14/03/2019","1.2"
"Haifa University 09/2004-04/2023","15/03/2019","2.2"
"Haifa University Man 10/1975-04/2023","15/03/2019","2.5"
"Haifa University 09/2004-04/2023","16/03/2019","35.9"
"Haifa University Man 10/1975-04/2023","16/03/2019","37.3"
"Haifa University 09/2004-04/2023","24/03/2019","2.0"
"Haifa University Man 10/1975-04/2023","24/03/2019","1.7"
"Haifa University 09/2004-04/2023","25/03/2019","0.6"
"Haifa University Man 10/1975-04/2023","25/03/2019","0.7"
"Haifa University 09/2004-04/2023","26/03/2019","1.4"
"Haifa University Man 10/1975-04/2023","26/03/2019","1.2"
"Haifa University 09/2004-04/2023","27/03/2019","3.6"
"Haifa University Man 10/1975-04/2023","27/03/2019","2.8"
"Haifa University 09/2004-04/2023","28/03/2019","0.8"
"Haifa University Man 10/1975-04/2023","28/03/2019","1.0"
"Haifa University 09/2004-04/2023","29/03/2019","2.8"
"Haifa University Man 10/1975-04/2023","29/03/2019","3.5"
"Haifa University 09/2004-04/2023","30/03/2019","15.2"
"Haifa University Man 10/1975-04/2023","30/03/2019","20.0"
"Haifa University 09/2004-04/2023","31/03/2019","22.2"
"Haifa University Man 10/1975-04/2023","31/03/2019","24.7"
"Haifa University 09/2004-04/2023","01/04/2019","9.5"
"Haifa University Man 10/1975-04/2023","01/04/2019","12.0"
"Haifa University 09/2004-04/2023","02/04/2019","0.5"
"Haifa University Man 10/1975-04/2023","02/04/2019","0.7"
"Haifa University 09/2004-04/2023","15/04/2019","6.0"
"Haifa University Man 10/1975-04/2023","15/04/2019","6.0"
"Haifa University 09/2004-04/2023","18/04/2019","0.2"
"Haifa University Man 10/1975-04/2023","18/04/2019","0.2"
"Haifa University 09/2004-04/2023","19/04/2019","4.3"
"Haifa University Man 10/1975-04/2023","19/04/2019","4.2"
"Haifa University 09/2004-04/2023","20/04/2019","5.9"
"Haifa University Man 10/1975-04/2023","20/04/2019","5.7"
"Haifa University 09/2004-04/2023","21/04/2019","1.0"
"Haifa University Man 10/1975-04/2023","21/04/2019","1.0"
"Haifa University 09/2004-04/2023","22/04/2019","2.9"
"Haifa University Man 10/1975-04/2023","22/04/2019","2.5"
"Haifa University 09/2004-04/2023","07/05/2019","0.2"
"Haifa University Man 10/1975-04/2023","07/05/2019","0.2"
"Haifa University 09/2004-04/2023","15/09/2019","6.6"
"Haifa University Man 10/1975-04/2023","15/09/2019","6.2"
"Haifa University 09/2004-04/2023","15/10/2019","1.3"
"Haifa University Man 10/1975-04/2023","15/10/2019","4.5"
"Haifa University 09/2004-04/2023","26/10/2019","0.4"
"Haifa University Man 10/1975-04/2023","26/10/2019","0.3"
"Haifa University 09/2004-04/2023","27/10/2019","2.1"
"Haifa University Man 10/1975-04/2023","27/10/2019","2.0"
"Haifa University 09/2004-04/2023","28/10/2019","0.4"
"Haifa University Man 10/1975-04/2023","28/10/2019","0.4"
"Haifa University 09/2004-04/2023","01/11/2019","5.0"
"Haifa University Man 10/1975-04/2023","01/11/2019","4.0"
"Haifa University 09/2004-04/2023","15/11/2019","1.3"
"Haifa University Man 10/1975-04/2023","15/11/2019","0.5"
"Haifa University 09/2004-04/2023","16/11/2019","1.0"
"Haifa University Man 10/1975-04/2023","16/11/2019","2.4"
"Haifa University 09/2004-04/2023","01/12/2019","8.1"
"Haifa University Man 10/1975-04/2023","01/12/2019","7.7"
"Haifa University 09/2004-04/2023","05/12/2019","7.5"
"Haifa University Man 10/1975-04/2023","05/12/2019","8.6"
"Haifa University 09/2004-04/2023","07/12/2019","0.3"
"Haifa University Man 10/1975-04/2023","07/12/2019","0.3"
"Haifa University 09/2004-04/2023","08/12/2019","10.1"
"Haifa University Man 10/1975-04/2023","08/12/2019","11.0"
"Haifa University 09/2004-04/2023","09/12/2019","28.7"
"Haifa University Man 10/1975-04/2023","09/12/2019","33.9"
"Haifa University 09/2004-04/2023","10/12/2019","0.9"
"Haifa University Man 10/1975-04/2023","10/12/2019","1.5"
"Haifa University 09/2004-04/2023","12/12/2019","26.9"
"Haifa University Man 10/1975-04/2023","12/12/2019","31.0"
"Haifa University 09/2004-04/2023","13/12/2019","26.6"
"Haifa University Man 10/1975-04/2023","13/12/2019","27.2"
"Haifa University 09/2004-04/2023","24/12/2019","1.9"
"Haifa University Man 10/1975-04/2023","24/12/2019","3.4"
"Haifa University 09/2004-04/2023","25/12/2019","50.4"
"Haifa University Man 10/1975-04/2023","25/12/2019","54.0"
"Haifa University 09/2004-04/2023","26/12/2019","28.4"
"Haifa University Man 10/1975-04/2023","26/12/2019","33.0"
"Haifa University 09/2004-04/2023","27/12/2019","1.4"
"Haifa University Man 10/1975-04/2023","27/12/2019","1.6"
"Haifa University 09/2004-04/2023","28/12/2019","11.6"
"Haifa University Man 10/1975-04/2023","28/12/2019","13.0"
"Haifa University 09/2004-04/2023","01/01/2020","6.7"
"Haifa University Man 10/1975-04/2023","01/01/2020","7.2"
"Haifa University 09/2004-04/2023","02/01/2020","18.5"
"Haifa University Man 10/1975-04/2023","02/01/2020","20.7"
"Haifa University 09/2004-04/2023","03/01/2020","42.1"
"Haifa University Man 10/1975-04/2023","03/01/2020","48.5"
"Haifa University 09/2004-04/2023","04/01/2020","13.7"
"Haifa University Man 10/1975-04/2023","04/01/2020","13.3"
"Haifa University 09/2004-04/2023","05/01/2020","34.2"
"Haifa University Man 10/1975-04/2023","05/01/2020","30.0"
"Haifa University 09/2004-04/2023","07/01/2020","26.2"
"Haifa University Man 10/1975-04/2023","07/01/2020","30.0"
"Haifa University 09/2004-04/2023","08/01/2020","67.6"
"Haifa University Man 10/1975-04/2023","08/01/2020","75.5"
"Haifa University 09/2004-04/2023","09/01/2020","24.8"
"Haifa University Man 10/1975-04/2023","09/01/2020","29.3"
"Haifa University 09/2004-04/2023","12/01/2020","1.3"
"Haifa University Man 10/1975-04/2023","12/01/2020","1.8"
"Haifa University 09/2004-04/2023","13/01/2020","0.1"
"Haifa University Man 10/1975-04/2023","13/01/2020","0.1"
"Haifa University 09/2004-04/2023","15/01/2020","1.3"
"Haifa University Man 10/1975-04/2023","15/01/2020","2.0"
"Haifa University Man 10/1975-04/2023","16/01/2020","0.2"
"Haifa University 09/2004-04/2023","17/01/2020","5.5"
"Haifa University Man 10/1975-04/2023","17/01/2020","6.4"
"Haifa University 09/2004-04/2023","18/01/2020","17.2"
"Haifa University Man 10/1975-04/2023","18/01/2020","19.5"
"Haifa University 09/2004-04/2023","19/01/2020","15.9"
"Haifa University Man 10/1975-04/2023","19/01/2020","17.3"
"Haifa University 09/2004-04/2023","20/01/2020","27.3"
"Haifa University Man 10/1975-04/2023","20/01/2020","26.9"
"Haifa University 09/2004-04/2023","21/01/2020","7.1"
"Haifa University Man 10/1975-04/2023","21/01/2020","7.7"
"Haifa University 09/2004-04/2023","22/01/2020","1.0"
"Haifa University Man 10/1975-04/2023","22/01/2020","1.0"
"Haifa University 09/2004-04/2023","23/01/2020","11.9"
"Haifa University Man 10/1975-04/2023","23/01/2020","13.5"
"Haifa University 09/2004-04/2023","24/01/2020","1.1"
"Haifa University Man 10/1975-04/2023","24/01/2020","1.0"
"Haifa University 09/2004-04/2023","28/01/2020","3.5"
"Haifa University Man 10/1975-04/2023","28/01/2020","3.0"
"Haifa University 09/2004-04/2023","29/01/2020","0.7"
"Haifa University Man 10/1975-04/2023","29/01/2020","0.7"
"Haifa University 09/2004-04/2023","30/01/2020","5.4"
"Haifa University Man 10/1975-04/2023","30/01/2020","4.5"
"Haifa University 09/2004-04/2023","01/02/2020","3.1"
"Haifa University Man 10/1975-04/2023","01/02/2020","8.3"
"Haifa University 09/2004-04/2023","02/02/2020","0.8"
"Haifa University Man 10/1975-04/2023","02/02/2020","0.8"
"Haifa University 09/2004-04/2023","04/02/2020","0.3"
"Haifa University Man 10/1975-04/2023","04/02/2020","0.2"
"Haifa University 09/2004-04/2023","06/02/2020","2.6"
"Haifa University Man 10/1975-04/2023","06/02/2020","2.8"
"Haifa University 09/2004-04/2023","07/02/2020","21.8"
"Haifa University Man 10/1975-04/2023","07/02/2020","24.5"
"Haifa University 09/2004-04/2023","08/02/2020","10.3"
"Haifa University Man 10/1975-04/2023","08/02/2020","11.2"
"Haifa University 09/2004-04/2023","09/02/2020","0.5"
"Haifa University Man 10/1975-04/2023","09/02/2020","0.7"
"Haifa University 09/2004-04/2023","11/02/2020","13.9"
"Haifa University Man 10/1975-04/2023","11/02/2020","14.4"
"Haifa University 09/2004-04/2023","12/02/2020","3.8"
"Haifa University Man 10/1975-04/2023","12/02/2020","3.8"
"Haifa University 09/2004-04/2023","18/02/2020","1.2"
"Haifa University Man 10/1975-04/2023","18/02/2020","1.5"
"Haifa University 09/2004-04/2023","19/02/2020","1.9"
"Haifa University Man 10/1975-04/2023","19/02/2020","2.0"
"Haifa University 09/2004-04/2023","20/02/2020","1.6"
"Haifa University Man 10/1975-04/2023","20/02/2020","0.4"
"Haifa University 09/2004-04/2023","21/02/2020","6.4"
"Haifa University Man 10/1975-04/2023","21/02/2020","7.5"
"Haifa University 09/2004-04/2023","22/02/2020","7.8"
"Haifa University Man 10/1975-04/2023","22/02/2020","9.4"
"Haifa University Man 10/1975-04/2023","24/02/2020","0.2"
"Haifa University 09/2004-04/2023","25/02/2020","16.5"
"Haifa University Man 10/1975-04/2023","25/02/2020","19.0"
"Haifa University 09/2004-04/2023","29/02/2020","12.7"
"Haifa University Man 10/1975-04/2023","29/02/2020","14.5"
"Haifa University 09/2004-04/2023","06/03/2020","4.0"
"Haifa University Man 10/1975-04/2023","06/03/2020","3.6"
"Haifa University 09/2004-04/2023","12/03/2020","13.9"
"Haifa University Man 10/1975-04/2023","12/03/2020","17.0"
"Haifa University 09/2004-04/2023","13/03/2020","9.4"
"Haifa University Man 10/1975-04/2023","13/03/2020","11.0"
"Haifa University 09/2004-04/2023","14/03/2020","0.9"
"Haifa University Man 10/1975-04/2023","14/03/2020","1.0"
"Haifa University 09/2004-04/2023","17/03/2020","31.9"
"Haifa University Man 10/1975-04/2023","17/03/2020","36.9"
"Haifa University Man 10/1975-04/2023","18/03/2020","0.1"
"Haifa University 09/2004-04/2023","19/03/2020","7.4"
"Haifa University Man 10/1975-04/2023","19/03/2020","8.0"
"Haifa University 09/2004-04/2023","20/03/2020","20.1"
"Haifa University Man 10/1975-04/2023","20/03/2020","20.3"
"Haifa University 09/2004-04/2023","21/03/2020","0.1"
"Haifa University Man 10/1975-04/2023","21/03/2020","0.1"
"Haifa University 09/2004-04/2023","26/03/2020","0.2"
"Haifa University Man 10/1975-04/2023","26/03/2020","0.2"
"Haifa University 09/2004-04/2023","28/03/2020","1.3"
"Haifa University Man 10/1975-04/2023","28/03/2020","1.0"
"Haifa University 09/2004-04/2023","31/03/2020","3.3"
"Haifa University Man 10/1975-04/2023","31/03/2020","4.0"
"Haifa University 09/2004-04/2023","01/04/2020","0.9"
"Haifa University Man 10/1975-04/2023","01/04/2020","1.0"
"Haifa University 09/2004-04/2023","09/04/2020","5.1"
"Haifa University Man 10/1975-04/2023","09/04/2020","6.0"
"Haifa University 09/2004-04/2023","10/04/2020","20.9"
"Haifa University Man 10/1975-04/2023","10/04/2020","21.0"
"Haifa University 09/2004-04/2023","11/04/2020","0.1"
"Haifa University 09/2004-04/2023","24/04/2020","1.5"
"Haifa University Man 10/1975-04/2023","24/04/2020","1.0"
"Haifa University 09/2004-04/2023","04/05/2020","0.3"
"Haifa University Man 10/1975-04/2023","04/05/2020","0.3"
"Haifa University 09/2004-04/2023","05/05/2020","10.3"
"Haifa University Man 10/1975-04/2023","05/05/2020","11.7"
"Haifa University 09/2004-04/2023","08/05/2020","0.4"
"Haifa University Man 10/1975-04/2023","08/05/2020","0.5"
"Haifa University 09/2004-04/2023","23/05/2020","0.1"
"Haifa University Man 10/1975-04/2023","23/05/2020","0.1"
"Haifa University 09/2004-04/2023","09/08/2020","0.1"
"Haifa University Man 10/1975-04/2023","09/08/2020","0.1"
"Haifa University 09/2004-04/2023","10/08/2020","0.2"
"Haifa University 09/2004-04/2023","01/11/2020","1.1"
