"Station","date-","Maximum Temperature (°C)","Minimum Temperature (°C)"
"Haifa Technion 01/1995-04/2023","03/02/2001","17.3","10.6"
"Haifa Technion 01/1995-04/2023","04/02/2001","15.2","10.4"
"Haifa Technion 01/1995-04/2023","05/02/2001","15.6","11.1"
"Haifa Technion 01/1995-04/2023","06/02/2001","16.1","9.6"
"Haifa Technion 01/1995-04/2023","07/02/2001","13.6","8.3"
"Haifa Technion 01/1995-04/2023","08/02/2001","15.9","8.6"
"Haifa Technion 01/1995-04/2023","09/02/2001","16.8","9.7"
"Haifa Technion 01/1995-04/2023","10/02/2001","17.7","10.3"
"Haifa Technion 01/1995-04/2023","11/02/2001","18.0","10.5"
"Haifa Technion 01/1995-04/2023","12/02/2001","19.7","10.9"
"Haifa Technion 01/1995-04/2023","13/02/2001","20.4","11.5"
"Haifa Technion 01/1995-04/2023","14/02/2001","16.2","9.8"
"Haifa Technion 01/1995-04/2023","15/02/2001","17.0","10.8"
"Haifa Technion 01/1995-04/2023","16/02/2001","15.9","10.2"
"Haifa Technion 01/1995-04/2023","17/02/2001","13.1","8.8"
"Haifa Technion 01/1995-04/2023","18/02/2001","16.0","9.1"
"Haifa Technion 01/1995-04/2023","19/02/2001","16.2","11.8"
"Haifa Technion 01/1995-04/2023","20/02/2001","14.2","8.8"
"Haifa Technion 01/1995-04/2023","21/02/2001","11.5","7.1"
"Haifa Technion 01/1995-04/2023","22/02/2001","13.2","8.0"
"Haifa Technion 01/1995-04/2023","23/02/2001","14.0","8.6"
"Haifa Technion 01/1995-04/2023","24/02/2001","17.5","11.9"
"Haifa Technion 01/1995-04/2023","25/02/2001","18.0","10.0"
"Haifa Technion 01/1995-04/2023","26/02/2001","20.2","10.3"
"Haifa Technion 01/1995-04/2023","27/02/2001","23.7","15.3"
"Haifa Technion 01/1995-04/2023","28/02/2001","25.5","15.3"
"Haifa Technion 01/1995-04/2023","01/03/2001","27.0","18.8"
"Haifa Technion 01/1995-04/2023","02/03/2001","25.1","13.7"
"Haifa Technion 01/1995-04/2023","03/03/2001","16.7","11.5"
"Haifa Technion 01/1995-04/2023","04/03/2001","20.0","10.4"
"Haifa Technion 01/1995-04/2023","05/03/2001","22.3","13.2"
"Haifa Technion 01/1995-04/2023","06/03/2001","22.9","14.4"
"Haifa Technion 01/1995-04/2023","07/03/2001","21.0","11.1"
"Haifa Technion 01/1995-04/2023","08/03/2001","20.0","11.6"
"Haifa Technion 01/1995-04/2023","09/03/2001","19.2","12.7"
"Haifa Technion 01/1995-04/2023","10/03/2001","19.7","13.6"
"Haifa Technion 01/1995-04/2023","11/03/2001","25.8","13.2"
"Haifa Technion 01/1995-04/2023","12/03/2001","24.6","15.9"
"Haifa Technion 01/1995-04/2023","13/03/2001","18.7","14.9"
"Haifa Technion 01/1995-04/2023","14/03/2001","17.3","12.3"
"Haifa Technion 01/1995-04/2023","15/03/2001","18.7","13.2"
"Haifa Technion 01/1995-04/2023","16/03/2001","18.1","13.2"
"Haifa Technion 01/1995-04/2023","17/03/2001","20.0","11.6"
"Haifa Technion 01/1995-04/2023","18/03/2001","27.1","14.2"
"Haifa Technion 01/1995-04/2023","19/03/2001","26.3","18.8"
"Haifa Technion 01/1995-04/2023","20/03/2001","27.6","17.4"
"Haifa Technion 01/1995-04/2023","21/03/2001","25.7","16.9"
"Haifa Technion 01/1995-04/2023","22/03/2001","20.0","13.8"
"Haifa Technion 01/1995-04/2023","23/03/2001","18.8","14.0"
"Haifa Technion 01/1995-04/2023","24/03/2001","17.8","13.9"
"Haifa Technion 01/1995-04/2023","25/03/2001","19.9","13.2"
"Haifa Technion 01/1995-04/2023","26/03/2001","24.2","12.6"
"Haifa Technion 01/1995-04/2023","27/03/2001","26.3","15.3"
"Haifa Technion 01/1995-04/2023","28/03/2001","30.0","18.6"
"Haifa Technion 01/1995-04/2023","29/03/2001","27.7","16.8"
"Haifa Technion 01/1995-04/2023","30/03/2001","27.3","17.6"
"Haifa Technion 01/1995-04/2023","31/03/2001","34.2","18.5"
"Haifa Technion 01/1995-04/2023","01/04/2001","30.4","18.8"
"Haifa Technion 01/1995-04/2023","02/04/2001","23.8","16.5"
"Haifa Technion 01/1995-04/2023","03/04/2001","21.3","15.9"
"Haifa Technion 01/1995-04/2023","04/04/2001","18.7","13.6"
"Haifa Technion 01/1995-04/2023","05/04/2001","18.4","13.5"
"Haifa Technion 01/1995-04/2023","06/04/2001","18.8","13.7"
"Haifa Technion 01/1995-04/2023","07/04/2001","22.3","11.7"
"Haifa Technion 01/1995-04/2023","08/04/2001","18.3","13.6"
"Haifa Technion 01/1995-04/2023","09/04/2001","19.9","14.0"
"Haifa Technion 01/1995-04/2023","10/04/2001","26.0","12.3"
"Haifa Technion 01/1995-04/2023","11/04/2001","18.8","13.8"
"Haifa Technion 01/1995-04/2023","12/04/2001","18.6","13.8"
"Haifa Technion 01/1995-04/2023","13/04/2001","20.3","12.3"
"Haifa Technion 01/1995-04/2023","14/04/2001","24.6","14.8"
"Haifa Technion 01/1995-04/2023","15/04/2001","19.5","13.8"
"Haifa Technion 01/1995-04/2023","16/04/2001","20.9","12.3"
"Haifa Technion 01/1995-04/2023","17/04/2001","24.5","13.6"
"Haifa Technion 01/1995-04/2023","18/04/2001","32.7","17.6"
"Haifa Technion 01/1995-04/2023","19/04/2001","20.4","16.3"
"Haifa Technion 01/1995-04/2023","20/04/2001","20.9","13.5"
"Haifa Technion 01/1995-04/2023","21/04/2001","31.8","16.0"
"Haifa Technion 01/1995-04/2023","22/04/2001","32.4","23.7"
"Haifa Technion 01/1995-04/2023","23/04/2001","30.2","17.0"
"Haifa Technion 01/1995-04/2023","24/04/2001","19.1","14.5"
"Haifa Technion 01/1995-04/2023","25/04/2001","19.3","15.2"
"Haifa Technion 01/1995-04/2023","26/04/2001","20.1","14.3"
"Haifa Technion 01/1995-04/2023","27/04/2001","20.3","14.3"
"Haifa Technion 01/1995-04/2023","28/04/2001","32.5","16.3"
"Haifa Technion 01/1995-04/2023","29/04/2001","34.0","21.5"
"Haifa Technion 01/1995-04/2023","30/04/2001","32.4","21.0"
"Haifa Technion 01/1995-04/2023","01/05/2001","28.3","18.5"
"Haifa Technion 01/1995-04/2023","02/05/2001","20.9","15.7"
"Haifa Technion 01/1995-04/2023","03/05/2001","21.1","16.2"
"Haifa Technion 01/1995-04/2023","04/05/2001","22.0","14.0"
"Haifa Technion 01/1995-04/2023","05/05/2001","24.5","13.7"
"Haifa Technion 01/1995-04/2023","06/05/2001","34.4","16.8"
"Haifa Technion 01/1995-04/2023","07/05/2001","19.9","16.9"
"Haifa Technion 01/1995-04/2023","08/05/2001","20.0","16.4"
"Haifa Technion 01/1995-04/2023","09/05/2001","24.6","16.1"
"Haifa Technion 01/1995-04/2023","10/05/2001","20.5","16.4"
"Haifa Technion 01/1995-04/2023","11/05/2001","21.1","14.6"
"Haifa Technion 01/1995-04/2023","12/05/2001","27.0","14.3"
"Haifa Technion 01/1995-04/2023","13/05/2001","29.7","17.9"
"Haifa Technion 01/1995-04/2023","14/05/2001","21.4","16.9"
"Haifa Technion 01/1995-04/2023","15/05/2001","20.6","16.0"
"Haifa Technion 01/1995-04/2023","16/05/2001","20.6","14.1"
"Haifa Technion 01/1995-04/2023","17/05/2001","21.6","14.6"
"Haifa Technion 01/1995-04/2023","18/05/2001","22.5","17.1"
"Haifa Technion 01/1995-04/2023","19/05/2001","23.8","17.6"
"Haifa Technion 01/1995-04/2023","20/05/2001","28.3","18.4"
"Haifa Technion 01/1995-04/2023","21/05/2001","27.2","20.0"
"Haifa Technion 01/1995-04/2023","22/05/2001","28.0","18.9"
"Haifa Technion 01/1995-04/2023","23/05/2001","30.2","19.1"
"Haifa Technion 01/1995-04/2023","24/05/2001","30.9","21.3"
"Haifa Technion 01/1995-04/2023","25/05/2001","29.8","19.4"
"Haifa Technion 01/1995-04/2023","26/05/2001","29.1","19.4"
"Haifa Technion 01/1995-04/2023","27/05/2001","36.7","23.1"
"Haifa Technion 01/1995-04/2023","28/05/2001","35.9","24.3"
"Haifa Technion 01/1995-04/2023","29/05/2001","24.6","19.9"
"Haifa Technion 01/1995-04/2023","30/05/2001","24.4","18.5"
"Haifa Technion 01/1995-04/2023","31/05/2001","28.2","18.5"
"Haifa Technion 01/1995-04/2023","01/06/2001","30.3","20.5"
"Haifa Technion 01/1995-04/2023","02/06/2001","33.6","23.3"
"Haifa Technion 01/1995-04/2023","03/06/2001","28.7","21.4"
"Haifa Technion 01/1995-04/2023","04/06/2001","26.0","20.0"
"Haifa Technion 01/1995-04/2023","05/06/2001","25.3","20.2"
"Haifa Technion 01/1995-04/2023","06/06/2001","22.8","19.6"
"Haifa Technion 01/1995-04/2023","07/06/2001","23.3","18.0"
"Haifa Technion 01/1995-04/2023","08/06/2001","24.0","19.0"
"Haifa Technion 01/1995-04/2023","09/06/2001","24.2","18.5"
"Haifa Technion 01/1995-04/2023","10/06/2001","25.8","19.2"
"Haifa Technion 01/1995-04/2023","11/06/2001","28.5","20.3"
"Haifa Technion 01/1995-04/2023","12/06/2001","31.5","20.7"
"Haifa Technion 01/1995-04/2023","13/06/2001","31.7","21.9"
"Haifa Technion 01/1995-04/2023","14/06/2001","32.6","20.5"
"Haifa Technion 01/1995-04/2023","15/06/2001","29.7","22.4"
"Haifa Technion 01/1995-04/2023","16/06/2001","26.6","21.3"
"Haifa Technion 01/1995-04/2023","17/06/2001","24.9","21.2"
"Haifa Technion 01/1995-04/2023","18/06/2001","26.3","20.6"
"Haifa Technion 01/1995-04/2023","19/06/2001","26.4","20.8"
"Haifa Technion 01/1995-04/2023","20/06/2001","29.0","20.6"
"Haifa Technion 01/1995-04/2023","21/06/2001","31.6","21.9"
"Haifa Technion 01/1995-04/2023","22/06/2001","27.9","21.7"
"Haifa Technion 01/1995-04/2023","23/06/2001","25.4","20.4"
"Haifa Technion 01/1995-04/2023","24/06/2001","25.3","20.4"
"Haifa Technion 01/1995-04/2023","25/06/2001","25.5","20.8"
"Haifa Technion 01/1995-04/2023","26/06/2001","25.4","19.4"
"Haifa Technion 01/1995-04/2023","27/06/2001","25.9","19.7"
"Haifa Technion 01/1995-04/2023","28/06/2001","26.2","20.7"
"Haifa Technion 01/1995-04/2023","29/06/2001","26.2","21.1"
"Haifa Technion 01/1995-04/2023","30/06/2001","28.2","21.7"
"Haifa Technion 01/1995-04/2023","01/07/2001","27.8","22.5"
"Haifa Technion 01/1995-04/2023","02/07/2001","26.5","20.7"
"Haifa Technion 01/1995-04/2023","03/07/2001","26.1","20.6"
"Haifa Technion 01/1995-04/2023","04/07/2001","26.4","21.3"
"Haifa Technion 01/1995-04/2023","05/07/2001","26.0","20.8"
"Haifa Technion 01/1995-04/2023","06/07/2001","26.3","21.7"
"Haifa Technion 01/1995-04/2023","07/07/2001","28.2","22.0"
"Haifa Technion 01/1995-04/2023","08/07/2001","28.1","21.4"
"Haifa Technion 01/1995-04/2023","09/07/2001","27.5","22.0"
"Haifa Technion 01/1995-04/2023","10/07/2001","29.3","23.0"
"Haifa Technion 01/1995-04/2023","11/07/2001","32.0","23.0"
"Haifa Technion 01/1995-04/2023","12/07/2001","29.5","22.2"
"Haifa Technion 01/1995-04/2023","13/07/2001","28.6","21.7"
"Haifa Technion 01/1995-04/2023","14/07/2001","28.7","22.9"
"Haifa Technion 01/1995-04/2023","15/07/2001","27.9","21.6"
"Haifa Technion 01/1995-04/2023","16/07/2001","28.2","23.2"
"Haifa Technion 01/1995-04/2023","17/07/2001","28.5","24.2"
"Haifa Technion 01/1995-04/2023","18/07/2001","29.7","23.5"
"Haifa Technion 01/1995-04/2023","19/07/2001","29.6","23.2"
"Haifa Technion 01/1995-04/2023","20/07/2001","28.9","21.6"
"Haifa Technion 01/1995-04/2023","21/07/2001","28.5","23.1"
"Haifa Technion 01/1995-04/2023","22/07/2001","32.0","23.8"
"Haifa Technion 01/1995-04/2023","23/07/2001","29.0","23.0"
"Haifa Technion 01/1995-04/2023","24/07/2001","28.6","22.3"
"Haifa Technion 01/1995-04/2023","25/07/2001","28.0","22.7"
"Haifa Technion 01/1995-04/2023","26/07/2001","27.5","22.8"
"Haifa Technion 01/1995-04/2023","27/07/2001","28.2","22.9"
"Haifa Technion 01/1995-04/2023","28/07/2001","29.5","23.7"
"Haifa Technion 01/1995-04/2023","29/07/2001","29.8","24.1"
"Haifa Technion 01/1995-04/2023","30/07/2001","29.2","23.2"
"Haifa Technion 01/1995-04/2023","31/07/2001","28.5","22.8"
"Haifa Technion 01/1995-04/2023","01/08/2001","30.2","22.3"
"Haifa Technion 01/1995-04/2023","02/08/2001","28.6","22.4"
"Haifa Technion 01/1995-04/2023","03/08/2001","29.0","23.5"
"Haifa Technion 01/1995-04/2023","04/08/2001","28.7","23.2"
"Haifa Technion 01/1995-04/2023","05/08/2001","29.1","23.3"
"Haifa Technion 01/1995-04/2023","06/08/2001","29.7","23.1"
"Haifa Technion 01/1995-04/2023","07/08/2001","29.6","24.8"
"Haifa Technion 01/1995-04/2023","08/08/2001","29.8","24.6"
"Haifa Technion 01/1995-04/2023","09/08/2001","30.1","24.2"
"Haifa Technion 01/1995-04/2023","10/08/2001","29.7","24.7"
"Haifa Technion 01/1995-04/2023","11/08/2001","30.2","24.6"
"Haifa Technion 01/1995-04/2023","12/08/2001","30.3","24.8"
"Haifa Technion 01/1995-04/2023","13/08/2001","30.5","23.7"
"Haifa Technion 01/1995-04/2023","14/08/2001","30.0","23.5"
"Haifa Technion 01/1995-04/2023","15/08/2001","29.0","24.0"
"Haifa Technion 01/1995-04/2023","16/08/2001","29.5","23.4"
"Haifa Technion 01/1995-04/2023","17/08/2001","28.7","24.2"
"Haifa Technion 01/1995-04/2023","18/08/2001","28.9","24.4"
"Haifa Technion 01/1995-04/2023","19/08/2001","29.2","22.7"
"Haifa Technion 01/1995-04/2023","20/08/2001","29.2","22.8"
"Haifa Technion 01/1995-04/2023","21/08/2001","29.3","22.0"
"Haifa Technion 01/1995-04/2023","22/08/2001","29.2","23.1"
"Haifa Technion 01/1995-04/2023","23/08/2001","28.5","23.8"
"Haifa Technion 01/1995-04/2023","24/08/2001","29.0","23.3"
"Haifa Technion 01/1995-04/2023","25/08/2001","29.8","23.9"
"Haifa Technion 01/1995-04/2023","26/08/2001","30.5","24.7"
"Haifa Technion 01/1995-04/2023","27/08/2001","28.8","23.3"
"Haifa Technion 01/1995-04/2023","28/08/2001","28.3","23.2"
"Haifa Technion 01/1995-04/2023","29/08/2001","28.6","23.3"
"Haifa Technion 01/1995-04/2023","30/08/2001","28.5","23.6"
"Haifa Technion 01/1995-04/2023","31/08/2001","28.7","22.5"
"Haifa Technion 01/1995-04/2023","01/09/2001","28.6","22.8"
"Haifa Technion 01/1995-04/2023","02/09/2001","29.7","25.3"
"Haifa Technion 01/1995-04/2023","03/09/2001","29.1","23.7"
"Haifa Technion 01/1995-04/2023","04/09/2001","28.9","22.8"
"Haifa Technion 01/1995-04/2023","05/09/2001","28.7","25.0"
"Haifa Technion 01/1995-04/2023","06/09/2001","28.7","23.2"
"Haifa Technion 01/1995-04/2023","07/09/2001","29.5","22.1"
"Haifa Technion 01/1995-04/2023","08/09/2001","27.4","22.9"
"Haifa Technion 01/1995-04/2023","09/09/2001","27.9","21.7"
"Haifa Technion 01/1995-04/2023","10/09/2001","28.0","21.6"
"Haifa Technion 01/1995-04/2023","11/09/2001","27.1","22.2"
"Haifa Technion 01/1995-04/2023","12/09/2001","27.4","22.4"
"Haifa Technion 01/1995-04/2023","13/09/2001","27.7","22.5"
"Haifa Technion 01/1995-04/2023","14/09/2001","26.1","22.1"
"Haifa Technion 01/1995-04/2023","15/09/2001","27.4","21.0"
"Haifa Technion 01/1995-04/2023","16/09/2001","28.6","20.7"
"Haifa Technion 01/1995-04/2023","17/09/2001","26.9","21.2"
"Haifa Technion 01/1995-04/2023","18/09/2001","26.8","20.6"
"Haifa Technion 01/1995-04/2023","19/09/2001","27.1","21.3"
"Haifa Technion 01/1995-04/2023","20/09/2001","26.7","22.1"
"Haifa Technion 01/1995-04/2023","21/09/2001","27.6","21.8"
"Haifa Technion 01/1995-04/2023","22/09/2001","27.6","21.5"
"Haifa Technion 01/1995-04/2023","23/09/2001","27.7","22.5"
"Haifa Technion 01/1995-04/2023","24/09/2001","28.0","21.0"
"Haifa Technion 01/1995-04/2023","25/09/2001","26.9","20.9"
"Haifa Technion 01/1995-04/2023","26/09/2001","27.1","23.0"
"Haifa Technion 01/1995-04/2023","27/09/2001","28.2","22.2"
"Haifa Technion 01/1995-04/2023","28/09/2001","27.0","22.7"
"Haifa Technion 01/1995-04/2023","29/09/2001","25.8","19.9"
"Haifa Technion 01/1995-04/2023","30/09/2001","25.8","20.6"
"Haifa Technion 01/1995-04/2023","01/10/2001","27.5","19.6"
"Haifa Technion 01/1995-04/2023","02/10/2001","27.2","20.3"
"Haifa Technion 01/1995-04/2023","03/10/2001","30.1","21.1"
"Haifa Technion 01/1995-04/2023","04/10/2001","26.7","22.4"
"Haifa Technion 01/1995-04/2023","05/10/2001","25.9","19.7"
"Haifa Technion 01/1995-04/2023","06/10/2001","26.0","21.6"
"Haifa Technion 01/1995-04/2023","07/10/2001","26.3","19.2"
"Haifa Technion 01/1995-04/2023","08/10/2001","31.4","20.4"
"Haifa Technion 01/1995-04/2023","09/10/2001","28.2","22.2"
"Haifa Technion 01/1995-04/2023","10/10/2001","26.0","22.0"
"Haifa Technion 01/1995-04/2023","11/10/2001","26.1","20.9"
"Haifa Technion 01/1995-04/2023","12/10/2001","26.7","22.7"
"Haifa Technion 01/1995-04/2023","13/10/2001","27.4","21.9"
"Haifa Technion 01/1995-04/2023","14/10/2001","27.5","21.5"
"Haifa Technion 01/1995-04/2023","15/10/2001","26.0","20.2"
"Haifa Technion 01/1995-04/2023","16/10/2001","25.7","19.8"
"Haifa Technion 01/1995-04/2023","17/10/2001","25.5","19.5"
"Haifa Technion 01/1995-04/2023","18/10/2001","25.5","19.0"
"Haifa Technion 01/1995-04/2023","19/10/2001","26.0","18.8"
"Haifa Technion 01/1995-04/2023","20/10/2001","24.9","19.9"
"Haifa Technion 01/1995-04/2023","21/10/2001","25.6","19.9"
"Haifa Technion 01/1995-04/2023","22/10/2001","24.3","18.7"
"Haifa Technion 01/1995-04/2023","23/10/2001","24.7","18.2"
"Haifa Technion 01/1995-04/2023","24/10/2001","24.8","18.0"
"Haifa Technion 01/1995-04/2023","25/10/2001","24.5","18.3"
"Haifa Technion 01/1995-04/2023","26/10/2001","24.3","17.9"
"Haifa Technion 01/1995-04/2023","27/10/2001","23.6","18.4"
"Haifa Technion 01/1995-04/2023","28/10/2001","20.7","16.9"
"Haifa Technion 01/1995-04/2023","29/10/2001","22.0","17.0"
"Haifa Technion 01/1995-04/2023","30/10/2001","22.0","17.2"
"Haifa Technion 01/1995-04/2023","31/10/2001","23.1","16.9"
"Haifa Technion 01/1995-04/2023","01/11/2001","26.3","15.8"
"Haifa Technion 01/1995-04/2023","02/11/2001","26.0","19.4"
"Haifa Technion 01/1995-04/2023","03/11/2001","22.2","17.3"
"Haifa Technion 01/1995-04/2023","04/11/2001","25.7","16.3"
"Haifa Technion 01/1995-04/2023","05/11/2001","25.1","16.7"
"Haifa Technion 01/1995-04/2023","06/11/2001","22.4","16.3"
"Haifa Technion 01/1995-04/2023","07/11/2001","21.8","16.7"
"Haifa Technion 01/1995-04/2023","08/11/2001","23.9","15.7"
"Haifa Technion 01/1995-04/2023","09/11/2001","23.7","17.2"
"Haifa Technion 01/1995-04/2023","10/11/2001","22.2","19.0"
"Haifa Technion 01/1995-04/2023","11/11/2001","21.9","18.5"
"Haifa Technion 01/1995-04/2023","12/11/2001","22.4","16.9"
"Haifa Technion 01/1995-04/2023","13/11/2001","24.8","16.5"
"Haifa Technion 01/1995-04/2023","14/11/2001","26.1","15.5"
"Haifa Technion 01/1995-04/2023","15/11/2001","26.1","17.7"
"Haifa Technion 01/1995-04/2023","16/11/2001","22.1","18.2"
"Haifa Technion 01/1995-04/2023","17/11/2001","20.7","16.3"
"Haifa Technion 01/1995-04/2023","18/11/2001","18.1","11.1"
"Haifa Technion 01/1995-04/2023","19/11/2001","16.6","9.6"
"Haifa Technion 01/1995-04/2023","20/11/2001","18.9","10.3"
"Haifa Technion 01/1995-04/2023","21/11/2001","20.6","12.5"
"Haifa Technion 01/1995-04/2023","22/11/2001","18.0","13.2"
"Haifa Technion 01/1995-04/2023","23/11/2001","17.4","11.9"
"Haifa Technion 01/1995-04/2023","24/11/2001","19.6","11.0"
"Haifa Technion 01/1995-04/2023","25/11/2001","21.7","14.6"
"Haifa Technion 01/1995-04/2023","26/11/2001","17.8","14.0"
"Haifa Technion 01/1995-04/2023","27/11/2001","19.2","13.3"
"Haifa Technion 01/1995-04/2023","28/11/2001","19.3","13.4"
"Haifa Technion 01/1995-04/2023","29/11/2001","18.0","14.1"
"Haifa Technion 01/1995-04/2023","30/11/2001","17.4","11.3"
"Haifa Technion 01/1995-04/2023","01/12/2001","15.6","12.1"
"Haifa Technion 01/1995-04/2023","02/12/2001","19.5","12.5"
"Haifa Technion 01/1995-04/2023","03/12/2001","18.0","12.5"
"Haifa Technion 01/1995-04/2023","04/12/2001","15.2","9.9"
"Haifa Technion 01/1995-04/2023","05/12/2001","15.0","11.1"
"Haifa Technion 01/1995-04/2023","06/12/2001","13.6","10.4"
"Haifa Technion 01/1995-04/2023","07/12/2001","16.9","12.1"
"Haifa Technion 01/1995-04/2023","08/12/2001","19.0","10.4"
"Haifa Technion 01/1995-04/2023","09/12/2001","19.0","13.1"
"Haifa Technion 01/1995-04/2023","10/12/2001","18.6","12.7"
"Haifa Technion 01/1995-04/2023","11/12/2001","17.6","12.4"
"Haifa Technion 01/1995-04/2023","12/12/2001","18.5","11.6"
"Haifa Technion 01/1995-04/2023","13/12/2001","18.2","13.0"
"Haifa Technion 01/1995-04/2023","14/12/2001","17.9","13.8"
"Haifa Technion 01/1995-04/2023","15/12/2001","16.7","11.3"
"Haifa Technion 01/1995-04/2023","16/12/2001","16.3","10.6"
"Haifa Technion 01/1995-04/2023","17/12/2001","18.1","9.8"
"Haifa Technion 01/1995-04/2023","18/12/2001","17.4","12.7"
"Haifa Technion 01/1995-04/2023","19/12/2001","14.9","10.2"
"Haifa Technion 01/1995-04/2023","20/12/2001","14.3","9.3"
"Haifa Technion 01/1995-04/2023","21/12/2001","13.0","7.3"
"Haifa Technion 01/1995-04/2023","22/12/2001","15.6","8.4"
"Haifa Technion 01/1995-04/2023","23/12/2001","15.9","8.2"
"Haifa Technion 01/1995-04/2023","24/12/2001","17.0","10.8"
"Haifa Technion 01/1995-04/2023","25/12/2001","18.6","11.2"
"Haifa Technion 01/1995-04/2023","26/12/2001","20.0","12.8"
"Haifa Technion 01/1995-04/2023","27/12/2001","20.9","14.3"
"Haifa Technion 01/1995-04/2023","28/12/2001","21.3","14.6"
"Haifa Technion 01/1995-04/2023","29/12/2001","17.4","13.4"
"Haifa Technion 01/1995-04/2023","30/12/2001","15.1","9.6"
"Haifa Technion 01/1995-04/2023","31/12/2001","16.1","11.0"
"Haifa Technion 01/1995-04/2023","01/01/2002","17.1","10.2"
"Haifa Technion 01/1995-04/2023","02/01/2002","16.8","12.6"
"Haifa Technion 01/1995-04/2023","03/01/2002","14.4","8.9"
"Haifa Technion 01/1995-04/2023","04/01/2002","13.5","8.0"
"Haifa Technion 01/1995-04/2023","05/01/2002","15.8","8.9"
"Haifa Technion 01/1995-04/2023","06/01/2002","13.1","7.1"
"Haifa Technion 01/1995-04/2023","07/01/2002","9.4","4.7"
"Haifa Technion 01/1995-04/2023","08/01/2002","11.0","6.4"
"Haifa Technion 01/1995-04/2023","09/01/2002","11.1","6.6"
"Haifa Technion 01/1995-04/2023","10/01/2002","10.4","5.2"
"Haifa Technion 01/1995-04/2023","11/01/2002","11.3","6.3"
"Haifa Technion 01/1995-04/2023","12/01/2002","12.9","7.4"
"Haifa Technion 01/1995-04/2023","13/01/2002","13.0","6.2"
"Haifa Technion 01/1995-04/2023","14/01/2002","12.7","6.4"
"Haifa Technion 01/1995-04/2023","15/01/2002","13.2","8.0"
"Haifa Technion 01/1995-04/2023","16/01/2002","15.4","9.0"
"Haifa Technion 01/1995-04/2023","17/01/2002","15.8","8.5"
"Haifa Technion 01/1995-04/2023","18/01/2002","16.8","9.0"
"Haifa Technion 01/1995-04/2023","19/01/2002","16.1","10.2"
"Haifa Technion 01/1995-04/2023","20/01/2002","15.2","9.4"
"Haifa Technion 01/1995-04/2023","21/01/2002","14.8","10.2"
